time,LPos,RPos,LRef,RRef,LPWM,RPWM,GyroX,GyroY,GyroZ,AX,AY,AZ,LEMF,REMF,BAT
-21502,11192,-19970,12798,0,0,-80,-151,171,-541,-495,-4158,9.017,9.098,912,
-20510,12202,-18987,13781,0,0,60,-33,367,-1042,-867,-4720,9.514,9.683,912,
-19508,13122,-18004,14764,0,0,101,144,455,-1246,-1262,-4949,9.604,8.818,912,
-18531,14169,-17021,15747,0,0,126,180,503,-693,-613,-4316,9.369,10.036,912,
-17587,15092,-16038,16730,0,0,-314,-390,903,-288,89,-3558,9.051,8.852,912,
-16609,16110,-15055,17713,0,0,-597,-1233,1676,-306,552,-3580,9.377,9.759,912,
-15589,17080,-14072,18696,0,0,-459,-1803,1890,-153,390,-4462,9.78,9.301,912,
-14636,18141,-13089,19679,0,0,867,-276,1002,-201,-393,-4817,9.138,10.174,912,
-13615,19140,-12106,20662,0,0,-406,821,-28,-746,-561,-5274,9.789,9.578,912,
-12626,20220,-11122,21645,0,0,455,571,-452,-540,268,-3572,9.476,10.348,912,
-11645,21179,-10139,22629,0,0,118,-170,-483,-156,237,-3206,9.404,9.192,912,
-10676,22177,-9156,23612,0,0,108,355,-88,178,118,-5008,9.292,9.57,912,
-9706,23167,-8173,24595,0,0,21,19,653,690,-1466,-5150,9.296,9.496,912,
-8724,24164,-7190,25578,0,0,195,70,928,1128,-1513,-3758,9.424,9.56,912,
-7749,25165,-6207,26561,0,0,11,77,513,975,-110,-4062,9.343,9.595,912,
-6727,26150,-5224,27544,0,0,108,135,177,541,647,-4472,9.796,9.442,912,
-5744,27129,-4241,28527,0,0,144,98,27,477,-19,-3603,9.427,9.389,912,
-4708,28116,-3258,29510,0,0,-131,121,-17,336,-458,-3850,9.932,9.464,912,
-3728,29089,-2275,30493,0,0,-87,190,162,212,-493,-4268,9.395,9.325,912,
-2763,30069,-1292,31476,0,0,-106,132,287,-101,-515,-3622,9.248,9.392,912,
-1784,31060,-309,32459,0,0,-238,221,330,-292,-212,-3928,9.39,9.501,912,
-824,32043,674,-32094,0,0,-347,228,429,-230,-75,-4001,9.205,9.426,912,
158,-32504,1657,-31111,0,0,-379,219,585,-157,-411,-3854,9.41,9.48,912,
1098,-31521,2640,-30128,0,0,-663,300,613,-125,-577,-3934,9.014,9.431,912,
2099,-30528,3623,-29145,0,0,-505,89,719,75,-195,-3861,9.595,9.514,912,
3064,-29538,4606,-28162,0,0,-694,255,580,77,-288,-4000,9.259,9.496,912,
4078,-28542,5590,-27178,0,0,-629,211,523,231,96,-3692,9.721,9.549,912,
5071,-27550,6573,-26195,0,0,-506,162,506,176,-35,-3598,9.514,9.511,912,
6045,-26552,7556,-25212,0,0,-665,155,351,141,-65,-3828,9.339,9.566,912,
7068,-25570,8539,-24229,0,0,-524,133,303,131,87,-3886,9.809,9.416,912,
8040,-24581,9522,-23246,0,0,-507,91,222,-257,35,-3756,9.316,9.483,912,
9000,-23609,10505,-22263,0,0,-508,-37,211,-252,101,-4001,9.21,9.315,912,
9959,-22598,11488,-21280,0,0,-542,-90,380,-275,36,-4102,9.193,9.695,912,
10956,-21631,12471,-20297,0,0,-739,-163,524,-267,-139,-3984,9.558,9.266,912,
11959,-20661,13454,-19314,0,0,-43,-429,94,-249,-122,-4049,9.613,9.306,912,
12958,-19682,14437,-18331,0,0,273,-809,-547,-909,268,-5096,9.581,9.388,912,
13939,-18764,15420,-17348,0,0,252,-1136,-449,-899,745,-5342,9.404,8.801,912,
14921,-17729,16403,-16365,0,0,126,-1560,-163,-286,282,-4411,9.413,9.918,912,
15893,-16775,17386,-15382,0,0,-1164,-64,262,-176,-495,-3756,9.325,9.149,912,
16888,-15887,18369,-14399,0,0,-136,339,880,-645,-383,-3841,9.54,8.515,912,
17851,-14864,19352,-13416,0,0,-302,417,495,-1690,-354,-4539,9.228,9.803,912,
18817,-14041,20336,-12432,0,0,180,525,-133,-888,99,-4169,9.258,7.892,912,
19784,-13060,21319,-11449,0,0,-615,77,-205,-528,76,-3847,9.276,9.406,912,
20760,-12091,22302,-10466,0,0,-422,133,135,-480,290,-4050,9.357,9.293,912,
21758,-11119,23285,-9483,0,0,-49,110,-61,-184,588,-4956,9.564,9.318,912,
22755,-10156,24268,-8500,0,0,-171,87,-156,401,1141,-4645,9.565,9.23,912,
23708,-9187,25251,-7517,0,0,-322,171,-143,894,521,-3666,9.133,9.291,912,
24666,-8189,26234,-6534,0,0,51,167,-63,1261,9,-4091,9.185,9.567,912,
25655,-7195,27217,-5551,0,0,-21,121,-165,1179,53,-4620,9.486,9.533,912,
26631,-6223,28200,-4568,0,0,-24,161,-164,828,323,-3913,9.349,9.312,912,
27641,-5191,29183,-3585,0,0,7,69,-36,642,221,-3817,9.69,9.898,912,
28662,-4196,30166,-2602,0,0,75,228,-205,526,14,-4337,9.787,9.541,912,
29605,-3227,31149,-1619,0,0,121,196,-289,22,432,-3693,9.035,9.282,912,
30583,-2200,32132,-636,0,0,246,183,-317,7,349,-3880,9.383,9.847,912,
31558,-1225,-32421,347,0,0,383,202,-400,55,317,-4001,9.345,9.348,912,
