"V-rep data recorded Tue 25 Oct 2016 12:21:03 PM PDT "
"% Right Stride Frequency   = 0"
"% Left Stride Frequency    = 0"
"% Phase (Fractional)   = 0"
"% velroach+telem Vrep sim"
"Motor Gains = [ 1.000,  1.000,  1.000,0,0,  1.000,  1.000,  1.000,0,0]"
"% Columns: "
"% time | LPos | RPos | LRef | RRef | LPWM | RPWM | GyroX | GyroY | GyroZ | AX | AY | AZ | LEMF | REMF | BAT "
 1699999,   -11009,   -30901,    -9466,   -29491,    -0.0,    -0.0,   -815,    756,   1438,   690,   -819,  -4265,   9.064,   9.421, 912
 1709999,   -10009,   -29887,    -8483,   -28508,    -0.0,    -0.0,   -974,    116,   1407,   855,   -642,  -3804,   9.589,   9.719, 912
 1719999,    -9019,   -28928,    -7500,   -27525,    -0.0,    -0.0,   -817,    372,    639,  1113,   -754,  -4355,   9.496,   9.194, 912
 1729999,    -8052,   -27942,    -6517,   -26542,    -0.0,    -0.0,   -954,    297,      7,   907,     59,  -4079,   9.265,   9.458, 912
 1739999,    -7046,   -26954,    -5534,   -25559,    -0.0,    -0.0,  -1045,    217,     60,   751,    153,  -3823,   9.648,   9.474, 912
 1749999,    -6030,   -25936,    -4551,   -24576,    -0.0,     0.0,  -1285,    163,    370,   520,   -520,  -3561,   9.743,   9.759, 912
 1759999,    -5044,   -24934,    -3568,   -23593,    -0.0,     0.0,  -1390,    157,    367,   132,   -678,  -3814,   9.452,   9.608, 912
 1769999,    -4055,   -23938,    -2585,   -22610,    -0.0,     0.0,  -1388,    104,    416,  -374,   -429,  -4072,   9.486,   9.540, 912
 1779999,    -3090,   -22934,    -1602,   -21627,    -0.0,     0.0,  -1535,     45,    438,  -637,   -229,  -4210,   9.244,   9.628, 912
 1789999,    -2108,   -21937,     -619,   -20643,    -0.0,     0.0,  -1619,    -75,    488,  -599,    118,  -4245,   9.415,   9.564, 912
